Iteration,Function Value
0,-1343.131864074099
1,-1775.9463584867958
2,-2041.6322851120212
3,-2181.1326332198632
4,-2324.675667550284
5,-2408.524829116892
6,-2431.20905187773
7,-2432.8324821626957
8,-2432.8662876594026
9,-2432.866326777652
