Iteration,Function Value
0,810081.0
1,80.99100074995073
2,76.63384656460218
3,74.4608536339487
4,64.85434780663607
5,61.32453435625683
6,55.682147503057436
7,52.40134451626033
8,47.754183437325125
9,43.66208115184145
10,39.39458478658077
11,36.85434975016072
12,32.0857031619439
13,31.530610263866915
14,25.979012354714172
15,24.07849195223041
16,21.08788375569691
17,19.38705992264267
18,17.01766035214408
19,15.063675049620326
20,12.958390293569435
21,12.513155878654546
22,9.522647137822132
23,8.533870429186992
24,7.113687005824408
25,6.811969740024399
26,4.872125790266693
27,4.235001371722524
28,3.39333781004869
29,2.8588797604002574
30,2.118011661773843
31,1.7857429977656984
32,1.290136179394911
33,1.0408535698439605
34,0.7349276446566153
35,0.5321158949290645
36,0.330514757692931
37,0.23801482031521726
38,0.13868018673240162
39,0.07249202894746812
40,0.03288307028584039
41,0.011729871202563079
42,0.0029128751237362796
x_min,1.0989366788830393,1.2032556866862378
