Iteration,Function Value
0,5050.0
1,702.7587890625
2,209.31310772895813
3,90.24760622269241
4,49.81306119418754
5,38.70936202182711
6,20.86816549059836
7,14.045855340736656
8,10.68280256654399
9,8.66695021150146
10,6.452295885171035
11,5.289887054140632
12,4.516062695713707
13,3.6304568006210403
14,3.1254310830464513
15,2.706041666498267
16,2.3018030760188832
17,2.1676005817248836
18,1.7843903224700748
19,1.5787189523538903
20,1.4490953291665258
21,1.2588620732514968
22,1.1435511118498891
23,1.0354110437792434
24,0.9320402105305965
25,0.8788561867252017
26,0.776098200564219
27,0.7146876043420743
28,0.6601391376935156
29,0.602028854788989
30,0.5746957981365465
31,0.514705990259598
32,0.4787717259434548
33,0.4469616158402788
34,0.4119430963023663
35,0.3951367086195146
36,0.35829963956289457
37,0.3359087139725146
38,0.31535626793443416
39,0.2932100380602595
40,0.28149794609329176
41,0.2580344707903591
42,0.24343116993971067
43,0.2291780042084891
44,0.21465270071615583
45,0.20584849096443356
46,0.19046652998837463
47,0.18060104470613406
48,0.17023323232229803
49,0.16042344820874105
50,0.1535276100137076
51,0.14319746302342548
52,0.14012112673315483
53,0.12855667360289919
54,0.12176703556956478
55,0.11625395085068747
56,0.10916862060011144
57,0.1061565015714031
58,0.09832203116978706
59,0.09352242847948698
60,0.08907326471309707
61,0.08412057694923292
62,0.08133740012653712
63,0.0759407141182654
64,0.072484728188098
65,0.06888102030471961
66,0.06535881907316336
67,0.06288264157981063
68,0.05910599277539737
69,0.05793383486949143
70,0.05365560611353854
71,0.05111091723496377
72,0.048964359524638804
73,0.04628132939030154
74,0.04501921683732546
75,0.04203724265553642
76,0.04017219250674171
77,0.038345499646719974
78,0.036411956128310656
79,0.035192653198050296
80,0.033085687781226863
81,0.03170091685175093
82,0.030167360443115042
83,0.02875507039531168
84,0.027643945951297474
85,0.02613520191330114
86,0.025517836989300404
